primaryTitle;startYear;rtRating
Mr. Blandings Builds His Dream House;1948;84%
Richard III;1955;84%
You're Gonna Miss Me;2005;84%
Trumbo;2007;84%
Gaia;2021;84%
Oasis: Supersonic;2016;84%
One Hour with You;1932;83%
Queen Christina;1933;83%
The Life of Emile Zola;1937;83%
Goodbye, Mr. Chips;1939;83%
Daybreak;2003;
Jism;2003;
(T)Raumschiff Surprise - Periode 1;2004;
Ax 'Em;1992;
Union Pacific;1939;83%
Abe Lincoln in Illinois;1940;83%
Arsenic and Old Lace;1943;83%
The Mask of Dimitrios;1944;83%
Netaji Subhas Chandra Bose: The Forgotten Hero;2005;
Unstoppable;2004;
Evil Remains;2004;
The Lady from Shanghai;1947;83%
The Fountainhead;1949;83%
No Way Out;1950;83%
Day of Wrath;2006;
Memories of Murder;2003;
Vadakkunokkiyantram;1989;
Ek Aur Ek Gyarah: By Hook or by Crook;2003;
Wolf Summer;2003;
The Rocking Horse Winner;1949;83%
Angels in the Outfield;1951;83%
The Job;2003;
I Confess;1953;83%
The King;2002;
Patterns;1956;83%
Decoys;2004;
Kalyanaraman;2002;
The Tin Star;1957;83%
Into the Sun;2005;
The Uninvited;2003;
The Hanging Tree;1959;83%
Pork Chop Hill;1959;83%
Swiss Family Robinson;1960;83%
Hud;1963;83%
Easy Rider;1969;83%
Fiddler on the Roof;1971;83%
Kushi;2000;
The Paper Chase;1973;83%
Herbie Rides Again;1974;83%
The Return of James Battle;2004;
Disco Godfather;1979;83%
Android;1982;83%
Bill Cosby: Himself;1983;83%
Day of the Dead;1985;83%
Mr. Vampire;1985;83%
Post Impact;2004;
Runaway Train;1985;83%
Ginger & Fred;1986;83%
Aan: Men at Work;2004;
The Untouchables;1987;83%
O Simdi Asker;2003;
The Unknown;2005;
Police Story 2;1988;83%
Major League;1989;83%
Breaking Dawn;2004;
Dead Scared;2004;
InuYasha the Movie 2: The Castle Beyond the Looking Glass;2002;
Trilogy: The Weeping Meadow;2004;
Okkadu;2003;
Violent Cop;1989;83%
Thelonious Monk: Straight, No Chaser;1988;83%
Journey of Hope;1990;83%
Orlando;1992;83%
Beyond Silence;1996;83%
Stacy: Attack of the Schoolgirl Zombies;2001;
Possession;2009;
The Big Lebowski;1998;83%
Brides;2004;
Direct Action;2004;
The Lazarus Child;2004;
Black Cat, White Cat;1998;83%
Mirage;2004;
Children of Heaven;1997;83%
Bal-Can-Can;2005;
Gattaca;1997;83%
Dead Meat;2004;
Smoke Signals;1998;83%
There's Something About Mary;1998;83%
Happiness;1998;83%
The Hurricane;1999;83%
Wishing Stairs;2003;
Magnolia;1999;83%
Narc;2002;83%
Finding Neverland;2004;83%
The Confessor;2004;
The Stroll;2003;
Kannathil Muthamittal;2002;83%
Fallo!;2003;
Painted Fire;2002;83%
The Motorcycle Diaries;2004;83%
Blue Gate Crossing;2002;83%
Just Bea;2004;
House of Sand;2005;
The Story of the Weeping Camel;2003;
Kyun! Ho Gaya Na...;2004;83%
As It Is in Heaven;2004;83%
The Lost;2006;83%
The Border Post;2006;83%
Munna Bhai M.B.B.S.;2003;
Srabon Megher Din;2000;
Guru;2007;83%
Gone, But Not Forgotten;2003;
Into the Wild;2007;83%
Kaakha..Kaakha: The Police;2003;
Book of Love;2004;
Atonement;2007;83%
Talk to Me;2007;83%
Forgetting Sarah Marshall;2008;83%
Hipnos;2004;
The Last Run;2004;
Die Wilden Kerle: Alles ist gut, solange du wild bist!;2003;
Chinthavishtayaya Shyamala;1998;
Cube Zero;2004;
Hide;2008;83%
Boys from County Hell;2020;83%
Under the Bombs;2007;83%
The Lincoln Lawyer;2011;83%
The Fish Child;2009;83%
Battle for Finland;2007;
Lemmy;2010;83%
Dead Fish;2005;
Valley Girl;2020;83%
Maqbool;2003;
Matrubhoomi: A Nation Without Women;2003;
The September Issue;2009;83%
Acacia;2003;
The Way;2010;83%
North Sea Texas;2011;83%
The Way Way Back;2013;83%
The Last Sign;2005;
Slipstream;2005;
Symmetry;2003;
Dirty Wars;2013;83%
Assassination;2015;83%
Captain Fantastic;2016;83%
...ing;2003;
A Hard Day;2014;83%
Seven Dwarves;2004;
The Lesson;2014;83%
Zameen;2003;
The King's Choice;2016;83%
Airlift;2016;83%
The Basque Ball: Skin Against Stone;2003;
Hangman;2015;83%
The Tuner;2004;
Beyond the Gates;2016;83%
The Dwelling;2016;83%
When I Grow Up, I'll Be a Kangaroo;2004;
At the End of the Tunnel;2016;83%
303;2018;83%
The Hole in the Ground;2019;83%
Knuckleball;2018;83%
The Music Man;2007;
Yeh Lamhe Judaai Ke;2004;
Death Bed: The Bed That Eats;1977;
Ellis in Glamourland;2004;
The Ketchup Effect;2004;
Red Riding Hood;2006;
Retrograde;2004;
Mounam Pesiyadhe;2002;
Creed II;2018;83%
The River King;2005;
The Trouble with Terkel;2004;
The Locals;2003;
Okul;2004;
Room for Rent;2019;83%
Asmali konak: Hayat;2003;
Initial D: Third Stage;2001;
Mickybo and Me;2004;
Liz and the Blue Bird;2018;83%
Sir;2018;83%
Avicii: True Stories;2017;83%
Frozen Land;2005;
The Hater;2020;83%
The Changeling;1980;83%
Tie Xi Qu: West of the Tracks;2002;
The Tunnel;2001;83%
Four Lions;2010;83%
Gore Vidal: The United States of Amnesia;2013;83%
Jimmy Vestvood: Amerikan Hero;2016;83%
Possessed;1947;83%
Once Upon a Time in High School: The Spirit of Jeet Kune Do;2004;
Blessed;2004;
The Danish Experience;2003;
The Set-Up;1949;83%
Dreamland;2007;
Adam and Eve;2005;
Natale in India;2003;
Suddenly Paradise;2003;
The Sound of Music;1965;83%
The Other Side;2006;
Santa's Slay;2005;
Bound for Glory;1976;83%
My Little Bride;2004;
Bird;1988;83%
Veergati;1995;
Pit Fighter;2005;
American History X;1998;83%
Dil Ne Jise Apna Kaha;2004;
Muxmauschenstill;2004;
Swing;2002;83%
The Consequences of Love;2004;83%
Ant-Man;2015;83%
Red Dog;2011;83%
Drop Dead Sexy;2005;
Eden;2014;83%
The Last Drop;2006;
A Bag of Marbles;2017;83%
Battling Butler;1926;82%
My Girl;2003;
Crossfire;1947;82%
La Terra Trema;1948;82%
Ambulance;2005;
Anus Magillicutty;2003;
Lola Montes;1955;82%
The Incredible Shrinking Man;1957;82%
Hush...Hush, Sweet Charlotte;1964;82%
The Bride Wore Black;1968;82%
The Man Who Loved Women;1977;82%
Ab Tak Chhappan;2004;
One Sings, the Other Doesn't;1977;82%
Empire of the Wolves;2005;
Straight Time;1978;82%
Iznogoud- Caliph Instead of the Caliph;2005;
Going in Style;1979;82%
Hair;1979;82%
Cemetery Gates;2006;
Czech Dream;2004;
Chariots of Fire;1981;82%
Our Own;2004;
Burnt by the Sun 2;2010;
Chasing Ghosts;2005;
Merry Christmas Mr. Lawrence;1983;82%
X-Men;2000;82%
Lovers of the Arctic Circle;1998;82%
Raincoat;2004;
Chaos;2005;
Pucked;2006;
Duck Season;2004;
Beyond the Mat;1999;82%
Enter the Phoenix;2004;
Lumumba;2000;82%
Hana and Alice;2004;
Jump Tomorrow;2001;82%
Drumline;2002;82%
Walk the Line;2005;82%
Bad News Bears;2005;
Fahrenheit 9/11;2004;82%
Friday Night Lights;2004;82%
Hustle & Flow;2005;82%
Windstruck;2004;
Me and You and Everyone We Know;2005;82%
Tsotsi;2005;82%
Avatar;2009;82%
Evangelion: 2.0 You Can (Not) Advance;2009;82%
All the Invisible Children;2005;
Broken Embraces;2009;82%
Scare Me;2020;82%
Debt Collectors;2020;82%
City Island;2009;82%
Return of the Living Dead: Necropolis;2005;
Rise of the Planet of the Apes;2011;82%
The Brice Man;2005;
The First Beautiful Thing;2010;82%
The Hunters;2011;82%
Racing Extinction;2015;82%
Cake;2005;
The Raid 2;2014;82%
Minotaur;2006;
Seven Mummies;2006;
Alyosha Popovich and Tugarin Zmey;2004;
American Crude;2008;
Boy Eats Girl;2005;
Ouija Board;2004;
Hotel;2004;
The One I Love;2014;82%
Furious 7;2015;82%
Mr. Fix It;2006;
Wolfhound;2006;
Road;2014;82%
A Good American;2015;82%
Nerukku Ner;1997;
Pedersen: High-School Teacher;2006;
Molly's Game;2017;82%
High Life;2018;82%
Forest of the Damned;2005;
Her Minor Thing;2005;
Parallel;2018;82%
Detroit;2017;82%
Official Secrets;2019;82%
Dark River;2017;82%
My Brother... Nikhil;2005;
Tokyo Ghoul;2017;82%
Dead Shack;2017;82%
The Fire Within;1963;82%
The Wedding;2004;
Death and the Maiden;1994;82%
Brigsby Bear;2017;82%
Daniel the Wizard;2004;
Seventeen;2019;82%
Istanbul Tales;2005;
The Iron Horse;1924;82%
Street of Shame;1956;82%
Sky Fighters;2005;
Star Wars: Episode VI - Return of the Jedi;1983;82%
Lethal Weapon 2;1989;82%
Ghilli;2004;
We Live in Public;2009;82%
2 Girls;2005;
Madurey;2004;
The Painting;2011;82%
Rok Sako To Rok Lo;2004;
White Nights;2003;
Vasoolraja M.B.B.S;2004;
Equity;2016;82%
Manhattan Melodrama;1934;81%
Vera Cruz;1954;81%
The Man with the Golden Arm;1955;81%
Crying Out Love in the Center of the World;2004;
Imitation of Life;1959;81%
Blast of Silence;1961;81%
Valerie and Her Week of Wonders;1970;81%
Avanti!;1972;81%
Marathon Man;1976;81%
And Justice for All;1979;81%
Emma's Bliss;2006;
The Pirates of Penzance;1983;81%
Scarface;1983;81%
Lucky Number Slevin;2006;
We Shall Overcome;2006;
The Color Purple;1985;81%
Pardon;2005;
The Last Temptation of Christ;1988;81%
Talk Radio;1988;81%
American Soldiers;2005;
Johnny Was;2006;
Slacker;1990;81%
Baraka;1992;81%
A Midwinter's Tale;1995;81%
Les Miserables;1995;81%
The Birdcage;1996;81%
Trees Lounge;1996;81%
The Great Debaters;2007;
The Chaos Class in the Military;2005;
Live Flesh;1997;81%
Trip Out;2005;
Fantasia 2000;1999;81%
All Souls Day: Dia de los Muertos;2005;
The Harmonists;1997;81%
Hui Buh: Das Schlossgespenst;2006;
A Moment to Remember;2004;
Siegfried;2005;
The Emperor and the Assassin;1998;81%
It All Starts Today;1999;81%
It Waits;2005;
The Vertical Ray of the Sun;2000;81%
Musafir;2004;
Harry Potter and the Sorcerer's Stone;2001;81%
Shaadi Karke Phas Gaya Yaar;2006;
Survive Style 5+;2004;
Udayananu Tharam;2005;
The Man Who Wasn't There;2001;81%
Millennium Mambo;2001;81%
Stinger;2005;
21 Grams;2003;81%
The Barbarian Invasions;2003;81%
Monster;2003;81%
Miracle;2004;81%
Dear Frankie;2004;81%
Quill: The Life of a Guide Dog;2004;81%
Swing Girls;2004;
Lars and the Real Girl;2007;81%
Cargo 200;2007;81%
The Year My Parents Went on Vacation;2006;81%
White Lightnin';2009;81%
Eddie the Eagle;2015;81%
The Beach House;2019;81%
Rollin' with the Nines;2006;
Virgin Territory;2007;
The Gene Generation;2007;
People Just Do Nothing: Big in Japan;2021;81%
The Skin I Live In;2011;81%
Objectified;2009;81%
Dead Leaves;2004;
Horrors of War;2006;
Mumbai Express;2005;
The Sun;2005;
What Love Is;2007;
A World Without Thieves;2004;
Despicable Me;2010;81%
Balance and Movement;2005;
Habana Blues;2005;
Coma;2004;
Play;2011;81%
This Is It;2009;81%
I Saw the Devil;2010;81%
Confessions;2010;81%
Kon-Tiki;2012;81%
The Hamiltons;2006;
Melissa P.;2005;
The Painted Bird;2019;81%
Page 3;2005;
Death Trance;2005;
Torrente 3: El protector;2005;
Humko Deewana Kar Gaye;2006;
Karam;2005;
Talaash;2012;81%
Peacock;2005;
By the Pricking of My Thumbs;2005;
Salvador (Puig Antich);2006;
Let It Snow;2019;81%
Side Effects;2013;81%
The 2 Sides of the Bed;2005;
Dragon Heat;2005;
Storm;2005;
Human Capital;2013;81%
Elena;2012;81%
Me and Earl and the Dying Girl;2015;81%
15 Park Avenue;2005;
Siren;2006;
Catacombs;2007;
T2 Trainspotting;2017;81%
Miss Violence;2013;81%
Tu pa tam;2004;
Holding the Man;2015;81%
The Founder;2016;81%
Joshy;2016;81%
Audrie & Daisy;2016;81%
The Wicker Man;2006;
Magnus;2016;81%
Gallipoli;2005;
Midnighters;2017;81%
Youth;2017;81%
Cyrano, My Love;2018;81%
Instant Family;2018;81%
Mustang Sally;2006;
Kyon Ki...;2005;
The Festival;2018;81%
A Year Ago in Winter;2008;
Caveat;2020;81%
Ferris Bueller's Day Off;1986;81%
Predator;1987;81%
Pump Up the Volume;1990;81%
Iqbal;2005;
Carlito's Way;1993;81%
Azur & Asmar: The Princes' Quest;2006;81%
Journey to the End of the Night;2006;
Roman;2006;
H6: Diario de un asesino;2005;
Seoul Raiders;2005;
Tess;1979;81%
The Kovak Box;2006;
The Best Intentions;1992;81%
The Royal Tenenbaums;2001;81%
Vettaiyaadu Vilaiyaadu;2006;
The Guernsey Literary and Potato Peel Pie Society;2018;81%
Surf School;2006;
Bizim Aile;1975;
The Butterfly Effect 2;2006;
Dead Heist;2007;
Await Further Instructions;2018;81%
What Price Hollywood?;1932;80%
Paruthiveeran;2007;
Love on the Run;1936;80%
M. Kumaran S/O Mahalakshmi;2004;
Paragraph 78;2007;
Aithe;2003;
Angel;1937;80%
Broadway Melody of 1940;1940;80%
Edison, the Man;1940;80%
Night and the City;1950;80%
TV: The Movie;2006;
Beautiful;1951;80%
The Sniper;1952;80%
Dead Tone;2007;
Tea and Sympathy;1956;80%
Heaven Knows, Mr. Allison;1957;80%
High-Rise;2015;
Incubus;2006;
The Insatiable;2006;
Odds Against Tomorrow;1959;80%
Father Goose;1964;80%
Catch-22;1970;80%
Mary, Queen of Scots;1971;80%
Zombie Nation;2004;
Naran;2005;
The Devil You Know;2013;
The Cowboys;1972;80%
Sillunu Oru Kaadhal;2006;
Family Life;1971;80%
Dobrinya and the Dragon;2006;
The Gambler;1974;80%
Island of Lost Souls;2007;
Snake in the Eagle's Shadow;1978;80%
Almost Normal;2005;
Drive Thru;2007;
Sye;2004;
Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean;1982;80%
Silent Rage;1982;80%
Educating Rita;1983;80%
Twist and Shout;1984;80%
No Retreat, No Surrender;1985;80%
The Great Mouse Detective;1986;80%
The Red Shoes;2005;
When a Man Falls;2007;
Angel Heart;1987;80%
Her Best Move;2007;
Lethal Weapon;1987;80%
Trust;1990;80%
A Limousine the Colour of Midsummer's Eve;1981;
Heroic Trio 2: Executioners;1993;80%
A Pure Formality;1994;80%
The Bathroom;2005;
GoldenEye;1995;80%
Infection;2005;
Mystery Science Theater 3000: The Movie;1996;80%
Doomsday: The Sinking of Japan;2006;
Dead Men Walking;2005;
Ridicule;1996;80%
Cherry Crush;2007;
...Yahaan;2005;
Anukokunda Oka Roju;2005;
H;2002;80%
Jesus Christ Vampire Hunter;2001;80%
The Maid;2005;
The Butterfly;2002;80%
All In;2006;
Bone Dry;2007;
The Ax;2005;80%
Hack!;2007;
Pierrepoint: The Last Hangman;2005;80%
Unearthed;2007;
Thirst;2009;80%
The Wizard of Gore;2007;80%
Teeth;2007;80%
God Tussi Great Ho;2008;
The Sovereign's Servant;2007;
My Father and My Son;2005;
Taxi No. 9 2 11: Nau Do Gyarah;2006;
Amusement;2008;
Wristcutters: A Love Story;2006;
36 China Town;2006;
Aashiq Banaya Aapne: Love Takes Over;2005;
Border Cafe;2005;
Sehar;2005;
Mr. Warmth: The Don Rickles Project;2007;80%
Delete History;2020;80%
King of the Lost World;2005;
The Substitute;2007;
Treasure Raiders;2007;
Buddha Collapsed Out of Shame;2007;80%
Book of Blood;2009;80%
Crossing Borders;2006;
Hipsters;2008;80%
Bloodthirsty;2020;80%
Chasing Ghosts: Beyond the Arcade;2007;
Wake Wood;2009;80%
The Reef;2010;80%
180° South;2010;80%
Live Feed;2006;
Distortion;2006;
Gentleman;1993;
Haywire;2011;80%
Catfish;2010;80%
Standby;2014;80%
Life in a Day;2011;80%
The Night Buffalo;2007;
So Close, So Far;2005;
The Hidden Face;2011;80%
I Am Kalam;2010;80%
The Last House in the Woods;2006;
Don't Worry, I'm Fine;2006;
Killing the Shadows;2006;
Keerthi Chakra;2006;
English Vinglish;2012;80%
Doomsday Book;2012;80%
Albert Fish: In Sin He Found Salvation;2007;
Sisters;2006;
Ek Thi Daayan;2013;80%
Why Don't You Play in Hell?;2013;80%
Jojo Rabbit;2019;80%
FC Venus;2006;
Saviour Square;2006;
My Girl and I;2005;
Omkara;2006;
Dedh Ishqiya;2014;80%
A Crime;2006;
3 Hearts;2014;80%
Bad Turn Worse;2013;80%
Willow Creek;2013;80%
Drained;2006;
Beltracchi: The Art of Forgery;2014;80%
Love Story 2050;2008;
Drishyam;2013;80%
De brief voor de koning;2008;
A Matador's Mistress;2008;
The Final Inquiry;2006;
Dolap Beygiri;1982;
Time Out of Mind;2014;80%
We Are Twisted Fucking Sister!;2014;80%
Eternity;2016;80%
The King and the Clown;2005;
Sivas;2014;80%
I Love You in Every Language in the World;2005;
Ashes and Snow;2005;
Brotherhood of Blood;2007;
The Great Happiness Space: Tale of an Osaka Love Thief;2006;
Apna Sapna Money Money;2006;
Slaughter Night;2006;
5ive Girls;2006;
Attack of the Gryphon;2007;
End of the Line;2007;
1 Litre of Tears;2005;
The Monster;2016;80%
The Quick and the Undead;2006;
The Marsh;2006;
Pretty Cool Too;2007;
The Lady in the Car with Glasses and a Gun;2015;80%
Almost Adults;2016;80%
Nou, dat was het dan!;2005;
Gunda;1998;
A Kid;2016;80%
Just Love Me;2006;
Dark Wind;2017;80%
The Slaughter;2006;
Mazinger Z: INFINITY;2017;80%
The Free Will;2006;
Takva: A Man's Fear of God;2006;
Ah Nerede;1975;
Super Deluxe;2019;80%
Days of Darkness;2007;
What Keeps You Alive;2018;80%
Go Karts;2020;80%
Art of the Devil 2;2005;
Max Winslow and the House of Secrets;2019;80%
Fried Barry;2020;80%
Death Note;2006;
Fyre;2019;80%
Outlaw;2007;
The White Cliffs of Dover;1944;80%
Seed;2006;
American Zeitgeist;2006;
36 Hours;1964;80%
The Anniversary;1968;80%
Life Is Beautiful;1997;80%
Kung Fu Panda 2;2011;80%
Melancholia;2011;80%
Doogal;2006;
The War You Don't See;2010;80%
Among the Living;2014;80%
Happy Days;1978;
Our Daily Bread;2005;
The Conjuring 2;2016;80%
A Bad Idea Gone Wrong;2017;80%
Ayka;2018;80%
Amateur Porn Star Killer;2006;
Deficit;2007;
Digger;2020;80%
Buy the Ticket, Take the Ride: Hunter S. Thompson on Film;2006;
Triple Dare;2006;
Waterloo Bridge;1940;80%
The Angry Silence;1960;80%
El Topo;1970;80%
Strange Behavior;1981;80%
Melo;1986;80%
Get Thrashed: The Story of Thrash Metal;2006;
My Mom's New Boyfriend;2008;
A League of Their Own;1992;80%
Gen;2006;
When Darkness Falls;2006;
The Wild Thornberrys;2002;80%
You Will Be Mine;2009;
Goodbye, Dragon Inn;2003;80%
Tae Guk Gi: The Brotherhood of War;2004;80%
American Gangster;2007;80%
Corn Island;2014;80%
Elvis and Anabelle;2007;
Netherbeast Incorporated;2007;
Fed Up;2014;80%
Mountain Men;2014;80%
Fingerprints;2006;
The Alchemist Cookbook;2016;80%
The Father Who Moves Mountains;2021;80%
Death at a Funeral;2007;
Le deuxieme souffle;2007;
Adventures of Captain Marvel;1941;79%
Senseless;2008;
Peter Pan;1953;79%
Some Came Running;1958;79%
Juliet of the Spirits;1965;79%
Vanishing Point;1971;79%
General Idi Amin Dada: A Self Portrait;1974;79%
The Killing of a Chinese Bookie;1976;79%
Sorcerer;1977;79%
Life in a Metro;2007;
Doraemon the Movie: Nobita's Dinosaur;2006;
Say That You Love Me;2006;
Asylum;2008;
Mephisto;1981;79%
True Stories;1986;79%
Marilena from P7;2006;
Barfly;1987;79%
Seinto Seiya: Tenkai-hen joso - Overture;2004;
The Pool Boys;2009;
Long Flat Balls;2006;
Wall Street;1987;79%
Running on Empty;1988;79%
The City of Lost Children;1995;79%
The Pumpkin Karver;2006;
Belle Du Seigneur;2012;
Beautiful Girls;1996;79%
Brassed Off;1996;79%
Shootout at Lokhandwala;2007;
Scream;1996;79%
Naksha;2006;
Without Limits;1998;79%
Godavari;2006;
The Green Mile;1999;79%
Fight Club;1999;79%
Notte prima degli esami - Oggi;2007;
The Price to Pay;2007;
The Blue Elephant;2006;
Get Real;1998;79%
Cabaret Balkan;1998;79%
Punch-Drunk Love;2002;79%
Open Range;2003;79%
Ray;2004;79%
Little Children;2006;79%
Play Me a Love Song;2007;
Orwell Rolls in His Grave;2003;79%
Crazy Love;2007;79%
The Hangover;2009;79%
In the Earth;2021;79%
Dor;2006;
Nishabd;2007;
Conversations with My Gardener;2007;
Maximum Ride;2016;
Dredd;2012;79%
The Magician;2006;
Small Town Murder Songs;2010;79%
Taking Chances;2009;
Gallowwalkers;2012;
Puskas Hungary;2009;
Ten Inch Hero;2007;
Ruby Sparks;2012;79%
Dombivli Fast;2005;
Kai Po Che;2013;79%
Autumn Ball;2007;
Out in the Dark;2012;79%
Time to Die;2007;
De Marathon;2012;79%
The American Side;2016;79%
Fi shaket Masr El Gedeeda;2007;
The Rest is Silence;2007;
The Cleanse;2016;79%
How to Build a Girl;2019;79%
Goat;2016;79%
Late Bloomers;2006;
Where to Invade Next;2015;79%
Protege;2007;
Sainikudu;2006;
UKM: The Ultimate Killing Machine;2006;
The Abortion;2006;
Buffalo Boys;2018;79%
Cinderella;2006;
The Night;2020;79%
Stree;2018;79%
The Mad;2007;
The Saddest Music in the World;2003;79%
Enemies Closer;2013;79%
Times and Winds;2006;
Huddersfield;2007;
Bethlehem;2013;79%
Anand;2004;
The Phenom;2016;79%
I See You;2006;
Vikramarkudu;2006;
25th Hour;2002;79%
Rupan sansei;2014;
The Glass Key;1942;78%
The Children's Hour;1961;78%
Now & Later;2009;
Freud;1962;78%
